title,gender,country,taxType,taxInvestigationCover,isVatInvoiceRequired,isStatementRequired,businessType,contactType,recurring_fees,non_recurring_fees,number_of_associations,met_face_to_face,visited_business_address,is_uk_resident,is_uk_national,known_to_partner,reputable_referral,plausible_wealth_level,identity_verified,evidence_recorded,client_honest_assessment,wealth_plausible,adverse_records,beneficial_owners_verified,other_identity_concerns,risk_score,risk_label
Mr,Prefer not to say,United Kingdom,Partnership,yes,no,no,Sole Trader,Both,10181.42,15073.7,3,yes,no,yes,yes,no,no,yes,yes,yes,yes,yes,no,no,no,55.53,Medium
Mrs,Other,Germany,Partnership,no,no,yes,LLP,Primary,33649.39,2898.57,3,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,69.07,Medium
Mrs,Male,Germany,Trust,no,no,no,LLP,Secondary,35270.21,5633.64,7,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,yes,no,yes,81.39,High
Mrs,Female,France,Partnership,no,no,no,Sole Trader,Secondary,16962.49,1260.59,6,yes,yes,yes,yes,no,no,yes,no,yes,no,yes,yes,no,yes,100.0,High
Ms,Male,United Kingdom,Individual,no,no,no,Limited Company,Primary,8627.75,864.56,1,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,yes,yes,100.0,High
Dr,Prefer not to say,United Kingdom,Company,yes,no,no,Charity,Secondary,16791.52,4738.11,2,no,yes,yes,no,no,no,no,yes,yes,yes,yes,no,yes,yes,60.05,Medium
Mr,Prefer not to say,United Kingdom,Trust,no,no,no,LLP,Secondary,43202.6,15363.74,1,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,yes,83.5,High
Mrs,Prefer not to say,France,Company,yes,yes,yes,Sole Trader,Secondary,32381.29,22058.15,2,yes,yes,no,no,no,yes,no,yes,yes,yes,no,yes,yes,yes,70.14,High
Mrs,Male,United Kingdom,Partnership,yes,no,yes,Partnership,Secondary,13720.6,14901.92,1,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,yes,no,74.9,High
Dr,Other,United Kingdom,Trust,yes,yes,no,Limited Company,Primary,12460.18,20088.69,4,no,yes,yes,yes,no,yes,no,yes,no,no,yes,yes,yes,no,91.24,High
Ms,Other,United Kingdom,Partnership,no,no,no,Sole Trader,Both,40191.17,18500.37,8,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,100.0,High
Ms,Male,United Kingdom,Individual,no,no,yes,Sole Trader,Secondary,3496.71,16475.29,8,no,no,yes,no,yes,no,yes,yes,no,yes,no,yes,yes,no,83.32,High
Ms,Female,Germany,Partnership,yes,no,yes,Sole Trader,Primary,1950.95,5209.05,3,no,no,no,yes,no,yes,no,yes,no,yes,no,no,no,no,55.38,Medium
Prof,Male,Russia,Company,yes,yes,yes,LLP,Primary,12176.3,12073.18,10,yes,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,100.0,High
Prof,Prefer not to say,United Kingdom,Trust,no,no,yes,LLP,Primary,23051.22,24154.53,9,no,no,yes,no,no,yes,yes,yes,yes,yes,no,no,no,no,53.92,Medium
Ms,Prefer not to say,United States,Partnership,yes,yes,no,Sole Trader,Primary,45401.07,13875.17,1,no,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,100.0,High
Prof,Male,United Kingdom,Partnership,yes,no,yes,Sole Trader,Secondary,48007.21,13623.6,8,yes,no,yes,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,76.25,High
Mrs,Prefer not to say,China,Individual,no,yes,no,Limited Company,Secondary,19999.41,12706.65,6,no,no,yes,no,no,yes,no,no,yes,yes,yes,yes,yes,yes,100.0,High
Mr,Female,United States,Partnership,yes,no,yes,Partnership,Primary,9261.92,4443.81,0,yes,no,no,yes,no,yes,yes,no,no,yes,yes,yes,no,no,100.0,High
Mrs,Male,United Kingdom,Trust,no,yes,no,Partnership,Both,9647.79,19999.82,10,no,no,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,yes,100.0,High
Mrs,Prefer not to say,United Kingdom,Trust,yes,no,yes,Limited Company,Secondary,48786.4,19495.28,6,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,no,60.61,Medium
Dr,Female,Russia,Partnership,no,yes,no,Limited Company,Primary,5078.45,10321.23,10,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,100.0,High
Prof,Other,United States,Partnership,no,no,no,Sole Trader,Primary,9396.46,23503.36,1,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,81.43,High
Mrs,Male,United States,Individual,no,no,no,Sole Trader,Primary,18719.23,8768.17,5,no,no,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,no,99.9,High
Dr,Female,United Kingdom,Partnership,yes,yes,yes,Partnership,Both,41262.6,2157.17,4,no,no,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,100.0,High
Prof,Other,United States,Company,yes,no,no,LLP,Primary,40707.04,10130.53,1,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,100.0,High
Ms,Male,Turkey,Partnership,yes,yes,yes,Sole Trader,Primary,10164.4,562.15,9,yes,no,yes,no,yes,no,no,no,no,yes,no,no,yes,yes,100.0,High
Mr,Male,Germany,Trust,no,yes,no,Charity,Secondary,36866.55,7528.76,8,yes,no,no,no,no,yes,yes,no,yes,yes,no,yes,no,yes,98.81,High
Mr,Female,United Kingdom,Company,yes,yes,no,Sole Trader,Both,24298.97,11440.56,8,yes,yes,yes,no,no,no,no,yes,yes,no,no,yes,no,yes,78.88,High
Mrs,Other,United Kingdom,Individual,no,no,no,Partnership,Both,24829.66,6038.75,10,yes,no,yes,yes,no,no,yes,yes,yes,yes,no,yes,no,yes,92.46,High
Mr,Female,United States,Trust,yes,no,no,Partnership,Primary,11110.03,5731.69,5,no,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,yes,81.51,High
Prof,Other,United Kingdom,Individual,yes,yes,no,LLP,Both,3591.86,6477.01,1,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,no,45.66,Medium
Mrs,Prefer not to say,United Kingdom,Partnership,no,yes,no,Charity,Primary,46032.21,18075.3,8,yes,yes,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,yes,79.62,High
Mr,Prefer not to say,Russia,Individual,yes,yes,no,Limited Company,Both,17164.31,18223.51,2,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,no,no,no,84.79,High
Mr,Male,United States,Individual,no,yes,no,Partnership,Both,45285.32,24239.44,10,yes,no,no,no,no,yes,no,yes,no,no,yes,yes,yes,yes,100.0,High
Prof,Female,United Kingdom,Partnership,yes,yes,no,Partnership,Both,41715.69,19650.3,9,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,no,77.74,High
Dr,Prefer not to say,France,Partnership,yes,yes,yes,Partnership,Primary,16391.08,16846.88,4,yes,no,yes,yes,no,no,no,yes,no,yes,no,yes,no,no,100.0,High
Mr,Other,United Kingdom,Partnership,yes,no,yes,Sole Trader,Both,39221.06,14218.77,5,yes,no,yes,yes,yes,yes,no,yes,no,no,yes,yes,no,yes,83.3,High
Mr,Other,United Kingdom,Individual,no,no,yes,LLP,Both,39052.35,11327.17,9,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,no,no,42.73,Medium
Mr,Prefer not to say,United Kingdom,Trust,yes,no,no,LLP,Both,20457.81,16671.39,10,yes,no,yes,no,no,yes,yes,no,yes,yes,yes,no,yes,yes,90.6,High
Ms,Male,France,Partnership,no,no,yes,Limited Company,Secondary,34803.09,3716.99,7,yes,yes,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,46.62,Medium
Dr,Female,United Kingdom,Trust,no,yes,yes,LLP,Both,34848.66,8687.27,9,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,no,51.6,Medium
Dr,Male,United Kingdom,Company,no,yes,yes,Limited Company,Both,44570.5,24014.05,7,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,no,79.84,High
Ms,Male,Iran,Partnership,yes,no,yes,Partnership,Primary,8989.37,12351.39,10,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,yes,100.0,High
Prof,Male,Pakistan,Individual,no,no,no,LLP,Primary,4650.3,19285.92,4,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,no,87.96,High
Dr,Other,United Kingdom,Trust,yes,yes,yes,Sole Trader,Secondary,14845.13,1749.09,1,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,no,yes,60.24,Medium
Mr,Other,Russia,Partnership,yes,no,no,Partnership,Primary,8832.21,22065.51,2,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,no,100.0,High
Ms,Other,Iran,Partnership,yes,no,yes,Limited Company,Secondary,39129.52,7447.95,1,no,no,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,100.0,High
Dr,Female,United Kingdom,Company,yes,no,yes,Sole Trader,Primary,3287.47,20291.58,9,yes,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no,yes,100.0,High
Dr,Other,United Kingdom,Trust,yes,no,no,Charity,Primary,48033.17,18619.18,9,yes,yes,yes,yes,no,no,yes,no,yes,yes,no,yes,yes,yes,100.0,High
Mrs,Prefer not to say,United States,Individual,no,yes,no,Charity,Both,42097.37,14044.09,2,no,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,yes,no,72.44,High
Ms,Prefer not to say,United States,Partnership,no,no,yes,Partnership,Both,45550.45,13021.3,8,no,no,yes,no,yes,no,no,yes,yes,no,no,no,no,yes,85.02,High
Dr,Prefer not to say,United States,Company,yes,yes,no,Limited Company,Primary,5668.24,8011.4,2,no,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,100.0,High
Prof,Prefer not to say,United Kingdom,Company,yes,no,no,Partnership,Both,9768.25,5965.1,3,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,50.9,Medium
Dr,Male,United States,Company,yes,yes,no,Limited Company,Secondary,43141.66,1925.46,5,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,100.0,High
Dr,Other,United Kingdom,Partnership,no,no,no,Charity,Primary,44784.61,13597.68,5,yes,no,yes,no,no,no,yes,yes,no,no,no,yes,no,no,97.04,High
Dr,Female,Brazil,Partnership,no,yes,no,Charity,Primary,22744.46,17302.41,7,no,no,no,no,no,yes,yes,yes,no,no,no,yes,yes,yes,100.0,High
Dr,Prefer not to say,United Kingdom,Partnership,yes,no,yes,Partnership,Secondary,16244.6,2782.82,10,no,yes,yes,no,no,no,no,yes,yes,no,no,yes,yes,no,78.62,High
Mr,Prefer not to say,United States,Company,yes,no,yes,Partnership,Both,38497.1,5860.72,6,yes,yes,yes,yes,no,yes,no,no,yes,no,no,yes,yes,no,89.37,High
Mrs,Female,Iran,Trust,no,yes,yes,LLP,Primary,48729.76,9636.97,0,yes,no,no,yes,no,no,no,no,no,yes,yes,no,no,yes,100.0,High
Dr,Prefer not to say,United States,Individual,yes,no,yes,Sole Trader,Secondary,49585.65,3137.28,6,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,100.0,High
Prof,Male,United Kingdom,Individual,no,no,no,Charity,Both,12511.53,3088.25,10,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,yes,100.0,High
Prof,Other,United States,Trust,no,no,no,Limited Company,Both,25341.97,5961.2,2,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,74.32,High
Prof,Female,United Kingdom,Partnership,no,yes,no,Limited Company,Secondary,42641.53,8689.89,9,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,93.57,High
Prof,Female,United Kingdom,Individual,yes,no,yes,Limited Company,Secondary,46677.89,6555.94,7,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,no,100.0,High
Prof,Male,United States,Company,no,yes,no,Limited Company,Primary,29239.58,12797.94,9,no,no,no,yes,no,yes,no,no,yes,yes,no,yes,no,yes,100.0,High
Prof,Female,United Kingdom,Individual,no,yes,no,Charity,Both,45368.53,24575.2,9,yes,yes,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,71.26,High
Mrs,Male,United Kingdom,Partnership,yes,yes,no,Partnership,Primary,26740.18,20642.99,7,yes,yes,yes,no,yes,no,yes,yes,no,yes,no,yes,no,yes,90.57,High
Ms,Male,United Kingdom,Individual,no,yes,no,Partnership,Primary,4515.5,2810.5,4,yes,no,yes,yes,no,no,yes,no,yes,no,no,no,yes,yes,95.67,High
Ms,Other,United Kingdom,Company,yes,yes,no,Sole Trader,Secondary,43439.53,7588.61,6,no,no,yes,no,yes,no,no,no,no,no,no,yes,yes,no,100.0,High
Mrs,Prefer not to say,United States,Trust,no,no,yes,LLP,Primary,23567.41,4593.07,3,yes,no,no,yes,yes,no,no,no,yes,no,yes,yes,no,yes,97.02,High
Mr,Male,United Kingdom,Company,yes,no,no,Sole Trader,Both,42519.44,23604.83,9,yes,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,yes,100.0,High
Ms,Female,United Kingdom,Individual,yes,yes,no,LLP,Both,26548.85,19103.89,3,yes,no,yes,no,no,no,no,no,yes,yes,yes,yes,yes,no,99.39,High
Dr,Other,United Kingdom,Trust,no,yes,yes,LLP,Both,33679.94,9819.58,0,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,83.27,High
Mr,Other,Pakistan,Partnership,no,no,no,LLP,Primary,17081.19,7311.47,7,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,yes,94.99,High
Ms,Other,North Korea,Company,no,no,yes,Partnership,Secondary,10597.85,12616.81,9,no,yes,yes,yes,yes,no,no,yes,no,yes,no,no,yes,no,99.89,High
Ms,Other,United Kingdom,Partnership,yes,yes,yes,Partnership,Both,7485.47,14001.5,2,no,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,100.0,High
Prof,Male,United Kingdom,Company,yes,no,yes,Charity,Secondary,42930.58,6039.46,2,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,72.2,High
Mrs,Prefer not to say,United States,Partnership,yes,yes,no,Limited Company,Secondary,32793.76,20412.15,1,yes,no,no,yes,yes,yes,yes,no,no,no,yes,yes,no,yes,100.0,High
Ms,Female,Nigeria,Company,no,no,yes,Sole Trader,Primary,7247.07,12826.81,9,yes,yes,yes,no,no,yes,no,yes,yes,no,no,yes,no,yes,94.12,High
Mrs,Other,United Kingdom,Individual,yes,no,yes,Charity,Secondary,11731.11,14818.45,9,yes,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,66.89,Medium
Ms,Male,United Kingdom,Company,no,yes,yes,Limited Company,Both,34434.58,16265.72,10,no,yes,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no,94.68,High
Mr,Male,United Kingdom,Trust,yes,yes,no,Limited Company,Primary,10229.54,8041.34,5,no,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,100.0,High
Mrs,Female,Germany,Individual,no,no,yes,Limited Company,Primary,34663.22,19518.33,0,yes,yes,no,no,no,no,no,yes,yes,no,no,no,yes,no,61.27,Medium
Prof,Female,United States,Trust,yes,no,yes,LLP,Secondary,45986.02,8537.25,4,yes,no,yes,no,yes,no,yes,yes,yes,no,yes,yes,no,yes,99.3,High
Mr,Other,United Kingdom,Partnership,yes,yes,no,LLP,Primary,40197.38,13377.03,8,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,100.0,High
Dr,Prefer not to say,Mexico,Partnership,no,no,yes,LLP,Primary,26252.82,11390.03,8,yes,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,48.86,Medium
Ms,Female,United Kingdom,Company,yes,no,yes,Partnership,Primary,41900.6,8962.34,2,no,yes,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,65.82,Medium
Mr,Male,United Kingdom,Partnership,no,yes,yes,Sole Trader,Secondary,37654.89,7160.18,9,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,97.68,High
Ms,Other,United Kingdom,Partnership,no,yes,yes,Charity,Primary,48917.29,23203.01,8,no,yes,yes,yes,yes,no,yes,no,no,no,no,yes,yes,yes,100.0,High
Prof,Other,Germany,Partnership,yes,yes,yes,Limited Company,Secondary,14543.81,3633.72,8,yes,no,no,no,yes,no,no,yes,yes,no,yes,yes,no,yes,82.33,High
Mr,Female,France,Trust,no,yes,yes,Limited Company,Primary,7258.35,9010.29,6,no,no,yes,no,no,no,yes,yes,no,no,no,yes,no,yes,100.0,High
Ms,Prefer not to say,Mexico,Individual,no,no,no,Sole Trader,Both,49857.13,7109.46,7,yes,yes,no,yes,yes,yes,no,no,no,no,no,yes,yes,no,96.65,High
Mr,Male,Pakistan,Individual,yes,yes,yes,Limited Company,Both,49693.76,5635.58,9,no,no,no,yes,no,no,yes,no,no,yes,yes,yes,yes,yes,100.0,High
Ms,Prefer not to say,China,Company,no,no,no,Partnership,Secondary,6822.04,20548.17,6,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,yes,100.0,High
Dr,Prefer not to say,United Kingdom,Trust,yes,no,no,LLP,Both,13752.07,18540.66,0,yes,no,yes,no,no,no,no,no,yes,yes,yes,no,yes,yes,99.86,High
Mr,Prefer not to say,United States,Individual,no,yes,yes,Partnership,Primary,2259.34,23521.89,10,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,100.0,High
Ms,Prefer not to say,United Kingdom,Individual,no,yes,no,Partnership,Primary,15575.91,7443.02,1,no,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,72.06,High
Mrs,Female,United Kingdom,Trust,no,no,no,Charity,Both,27073.35,15071.87,4,yes,no,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,no,42.09,Medium
Dr,Male,Mexico,Trust,no,yes,yes,Sole Trader,Primary,5985.07,11466.2,3,yes,no,no,no,yes,yes,no,no,yes,no,yes,yes,yes,yes,100.0,High
Ms,Prefer not to say,Brazil,Trust,yes,yes,yes,Charity,Both,39731.22,19741.56,3,no,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,yes,no,84.02,High
Mr,Prefer not to say,United States,Company,no,yes,no,Partnership,Secondary,20137.42,22328.66,9,yes,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,100.0,High
Mrs,Other,North Korea,Trust,yes,yes,yes,LLP,Primary,30950.41,5776.17,3,no,yes,no,yes,no,no,no,yes,no,yes,yes,no,no,yes,100.0,High
Mr,Other,United Kingdom,Individual,no,no,no,Sole Trader,Both,10825.13,23719.98,3,no,no,yes,yes,no,no,yes,yes,no,no,yes,no,no,no,73.82,High
Prof,Female,France,Trust,yes,yes,no,Sole Trader,Primary,36900.66,22997.96,4,yes,no,yes,no,yes,yes,yes,yes,no,yes,no,yes,no,no,72.62,High
Dr,Other,Brazil,Trust,no,no,yes,Sole Trader,Both,13683.86,8904.36,1,yes,yes,yes,no,no,no,yes,no,yes,no,yes,yes,yes,no,96.77,High
Prof,Female,United Kingdom,Partnership,no,no,yes,Partnership,Both,31489.52,19238.23,5,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,yes,86.9,High
Dr,Prefer not to say,United Kingdom,Individual,yes,no,no,Charity,Primary,38827.63,7803.8,5,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,yes,no,yes,67.33,Medium
Mrs,Prefer not to say,United Kingdom,Trust,yes,no,no,Limited Company,Primary,3735.17,1965.68,6,yes,no,yes,yes,yes,yes,no,no,no,no,no,yes,no,yes,100.0,High
Ms,Male,Germany,Individual,no,yes,yes,Sole Trader,Primary,6292.97,1898.57,10,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,92.32,High
Dr,Female,United Kingdom,Trust,no,yes,no,Partnership,Primary,33722.53,3257.71,10,yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,no,no,54.73,Medium
Ms,Female,Pakistan,Trust,no,no,no,Partnership,Primary,5958.2,24362.97,6,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,no,62.37,Medium
Mrs,Other,China,Company,no,no,no,Sole Trader,Secondary,35132.58,8123.3,0,yes,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,no,98.91,High
Mr,Male,China,Trust,yes,yes,yes,Sole Trader,Both,17688.55,10435.62,0,yes,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,100.0,High
Mr,Female,United Kingdom,Individual,no,yes,yes,LLP,Secondary,20846.9,12666.47,4,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,100.0,High
Prof,Prefer not to say,United Kingdom,Trust,no,yes,no,Charity,Primary,38609.09,12809.51,8,yes,no,yes,no,yes,yes,yes,yes,no,yes,no,no,yes,no,55.49,Medium
Prof,Other,Pakistan,Company,no,no,yes,LLP,Primary,20280.7,5454.93,4,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,yes,91.76,High
Mr,Prefer not to say,United Kingdom,Trust,no,yes,no,Partnership,Both,40024.36,17956.24,1,yes,yes,yes,no,no,yes,no,yes,no,no,yes,yes,yes,no,89.32,High
Prof,Male,Germany,Individual,no,yes,no,Charity,Secondary,39418.54,18209.97,1,no,no,no,no,yes,yes,yes,no,no,no,no,yes,yes,no,98.13,High
Ms,Prefer not to say,United Kingdom,Individual,no,yes,yes,Charity,Secondary,10076.36,19324.56,2,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,75.67,High
Mr,Female,United Kingdom,Individual,yes,no,yes,Sole Trader,Secondary,6844.26,17647.92,10,yes,no,yes,yes,no,no,no,yes,no,no,yes,yes,no,yes,100.0,High
Dr,Prefer not to say,United Kingdom,Trust,no,no,no,LLP,Primary,46812.66,18725.72,7,yes,no,yes,yes,yes,no,yes,no,no,no,no,yes,yes,yes,100.0,High
Dr,Other,United Kingdom,Individual,no,no,yes,LLP,Primary,20121.01,850.5,3,no,yes,yes,yes,yes,no,no,no,no,yes,no,yes,yes,no,97.79,High
Ms,Female,India,Company,yes,no,yes,Partnership,Primary,45148.52,1503.25,6,no,no,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,95.84,High
Mr,Other,United Kingdom,Individual,yes,no,no,Charity,Primary,31196.39,21567.8,4,yes,yes,yes,no,no,yes,yes,yes,no,yes,yes,no,no,no,58.45,Medium
Dr,Male,Brazil,Partnership,yes,no,no,LLP,Secondary,12185.77,2848.55,4,yes,no,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,72.15,High
Mrs,Prefer not to say,Brazil,Company,no,no,no,Partnership,Secondary,46903.29,12167.91,10,yes,no,yes,yes,yes,no,yes,yes,no,no,no,yes,no,yes,100.0,High
Ms,Other,United Kingdom,Company,yes,yes,yes,Limited Company,Secondary,3118.26,6250.03,2,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,48.34,Medium
Prof,Female,United Kingdom,Partnership,yes,no,yes,Sole Trader,Both,12689.27,8710.49,3,no,yes,yes,no,yes,yes,yes,no,no,no,no,yes,yes,yes,100.0,High
Dr,Prefer not to say,Iran,Trust,no,no,no,LLP,Primary,10655.05,855.21,6,yes,no,no,yes,yes,no,no,yes,no,no,no,no,yes,no,72.31,High
Ms,Female,United Kingdom,Individual,no,no,yes,Limited Company,Both,37509.09,12000.76,9,yes,yes,yes,no,no,yes,yes,no,yes,yes,no,yes,no,yes,100.0,High
Dr,Prefer not to say,United Kingdom,Trust,yes,yes,yes,Limited Company,Both,7917.06,16964.98,9,no,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,76.77,High
Prof,Male,United States,Partnership,no,no,no,Sole Trader,Both,38628.08,3935.1,5,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,no,no,no,67.49,Medium
Mrs,Female,United Kingdom,Partnership,no,no,yes,LLP,Primary,3089.45,18444.87,10,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,51.13,Medium
Mrs,Prefer not to say,France,Company,yes,no,yes,Partnership,Secondary,45219.38,19645.19,9,no,yes,yes,no,no,no,no,yes,no,yes,yes,yes,yes,yes,100.0,High
Mrs,Other,United Kingdom,Company,no,yes,no,Partnership,Primary,29472.28,18922.91,10,yes,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,100.0,High
Dr,Other,Nigeria,Trust,no,no,yes,Sole Trader,Primary,47508.98,1781.61,10,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,72.8,High
Prof,Female,France,Company,yes,yes,yes,Limited Company,Both,21040.42,23480.09,3,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,yes,yes,75.92,High
Ms,Female,United Kingdom,Company,no,yes,yes,Limited Company,Primary,40201.5,21320.46,7,yes,no,yes,yes,yes,no,yes,yes,no,no,no,no,yes,yes,100.0,High
Mrs,Prefer not to say,United Kingdom,Company,no,no,no,Limited Company,Secondary,48283.94,2010.47,5,no,no,yes,yes,yes,no,no,yes,no,yes,no,no,no,yes,88.85,High
Mr,Male,United States,Partnership,no,yes,yes,LLP,Secondary,36111.66,16467.01,3,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,68.99,Medium
Ms,Prefer not to say,India,Partnership,no,yes,yes,Charity,Both,40432.62,5310.08,1,no,no,yes,no,yes,yes,no,yes,no,no,no,no,yes,no,65.13,Medium
Prof,Male,United States,Partnership,no,no,yes,Limited Company,Both,14265.43,19781.76,4,no,yes,no,no,no,no,no,yes,yes,no,yes,no,no,yes,86.95,High
Ms,Other,North Korea,Company,no,yes,yes,Sole Trader,Both,10525.78,15144.93,7,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,yes,100.0,High
Dr,Male,France,Company,yes,no,no,Charity,Primary,34114.76,6117.21,5,no,yes,yes,no,no,yes,no,yes,yes,no,no,no,yes,yes,59.16,Medium
Dr,Female,Germany,Trust,yes,yes,no,LLP,Secondary,42899.4,22325.95,5,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,yes,yes,100.0,High
Mr,Male,China,Trust,yes,no,yes,LLP,Secondary,2196.05,23287.98,7,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,yes,no,100.0,High
Prof,Male,United Kingdom,Trust,no,no,yes,Sole Trader,Secondary,19720.81,18788.25,9,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,yes,92.25,High
Prof,Female,United Kingdom,Individual,no,no,yes,LLP,Secondary,32511.62,5051.63,9,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,100.0,High
Mrs,Other,United States,Partnership,yes,no,no,Charity,Secondary,22481.37,20365.16,8,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,56.09,Medium
Ms,Female,United Kingdom,Company,no,yes,yes,Sole Trader,Secondary,5704.35,24337.36,0,no,no,yes,no,no,yes,no,no,yes,no,yes,no,no,yes,89.55,High
Prof,Other,United States,Trust,yes,no,no,LLP,Secondary,13685.71,21128.32,4,yes,yes,no,no,yes,no,yes,no,no,yes,no,yes,yes,yes,100.0,High
Ms,Other,United Kingdom,Company,yes,no,no,Partnership,Primary,35211.91,8566.2,3,no,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,99.17,High
Dr,Other,United Kingdom,Individual,no,yes,yes,Limited Company,Secondary,28576.7,16928.64,5,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,no,64.43,Medium
Prof,Prefer not to say,Germany,Trust,no,no,no,Sole Trader,Both,18095.39,7432.1,6,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,52.84,Medium
Dr,Male,United Kingdom,Individual,yes,yes,yes,Limited Company,Both,49093.16,14330.92,0,no,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,yes,100.0,High
